support,itemsets
0.02045,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.02045,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0204,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.02035,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0203,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0203,"frozenset({'ProductCD=S', 'Email=missing', 'Card1=card1_other'})"
0.0203,"frozenset({'ProductCD=S', 'Card1=card1_other'})"
0.0202,"frozenset({'Email=email_other', 'Hour=Hour_18_23'})"
0.02015,"frozenset({'DeviceType=missing', 'Email=gmail.com', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.02015,"frozenset({'isFraud=0', 'Email=email_other', 'Hour=Hour_18_23'})"
0.0201,"frozenset({'Card1=card1_other', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.0201,"frozenset({'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0201,"frozenset({'isFraud=0', 'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Med'})"
0.02005,"frozenset({'isFraud=0', 'Card1=card1_other', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.02,"frozenset({'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_18_23', 'DeviceType=missing'})"
0.02,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.02,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'Email=hotmail.com'})"
0.01995,"frozenset({'isFraud=0', 'ProductCD=R', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.01995,"frozenset({'isFraud=0', 'Email=gmail.com', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.01995,"frozenset({'isFraud=0', 'Card1=card1_other', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.01995,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01995,"frozenset({'Email=gmail.com', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0199,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0199,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.01985,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.01985,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0198,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0198,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0198,"frozenset({'Email=missing', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0198,"frozenset({'DeviceType=missing', 'Email=email_other', 'Card1=card1_other'})"
0.01975,"frozenset({'isFraud=0', 'ProductCD=S', 'Card1=card1_other'})"
0.01975,"frozenset({'isFraud=0', 'ProductCD=S', 'Email=missing', 'Card1=card1_other'})"
0.01975,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'Card1=card1_other'})"
0.01975,"frozenset({'Card1=card1_other', 'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0197,"frozenset({'Email=gmail.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0197,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0197,"frozenset({'isFraud=0', 'Email=gmail.com', 'DeviceType=mobile', 'ProductCD=H'})"
0.01965,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'ProductCD=H', 'Card1=card1_other'})"
0.01965,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=anonymous.com', 'Card1=card1_other'})"
0.01965,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Card1=card1_other'})"
0.01965,"frozenset({'Email=yahoo.com', 'ProductCD=H', 'Card1=card1_other'})"
0.0196,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0'})"
0.0196,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0196,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=anonymous.com', 'Card1=card1_other'})"
0.0196,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.0196,"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'Email=missing'})"
0.0196,"frozenset({'Amt=Amt_Low', 'ProductCD=S'})"
0.0196,"frozenset({'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0196,"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'Email=hotmail.com', 'Card1=card1_other'})"
0.01955,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=email_other', 'Card1=card1_other'})"
0.0195,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=missing', 'Hour=Hour_18_23'})"
0.0195,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0195,"frozenset({'isFraud=0', 'Email=missing', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0195,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23'})"
0.01945,"frozenset({'Amt=Amt_Low', 'Card1=card1_other', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0194,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H'})"
0.0194,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0194,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0194,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01935,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=mobile', 'Card1=card1_other'})"
0.01935,"frozenset({'isFraud=1', 'Card1=card1_other'})"
0.0193,"frozenset({'isFraud=0', 'Email=yahoo.com', 'ProductCD=H', 'Card1=card1_other'})"
0.0193,"frozenset({'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.01925,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0192,"frozenset({'Card1=card1_other', 'Email=gmail.com', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.01915,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.01915,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0191,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=S', 'Email=missing'})"
0.0191,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0191,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=S'})"
0.0191,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.019,"frozenset({'isFraud=0', 'ProductCD=C', 'Hour=Hour_12_17'})"
0.01895,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01895,"frozenset({'ProductCD=R', 'DeviceType=mobile'})"
0.01885,"frozenset({'Amt=Amt_High', 'ProductCD=H'})"
0.01885,"frozenset({'Amt=Amt_Low', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0188,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0188,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0188,"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0188,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Email=hotmail.com'})"
0.01875,"frozenset({'Hour=Hour_18_23', 'DeviceType=mobile', 'ProductCD=H'})"
0.0187,"frozenset({'Amt=Amt_Low', 'Email=email_other'})"
0.0187,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=email_other'})"
0.01865,"frozenset({'DeviceType=missing', 'Email=missing', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.01865,"frozenset({'Email=email_other', 'Amt=Amt_High'})"
0.0186,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0186,"frozenset({'DeviceType=mobile', 'Amt=Amt_High'})"
0.0186,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=H'})"
0.01855,"frozenset({'Email=yahoo.com', 'Hour=Hour_18_23', 'Amt=Amt_High', 'Card1=card1_other'})"
0.01855,"frozenset({'DeviceType=missing', 'Card1=9500'})"
0.01855,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.0185,"frozenset({'Email=gmail.com', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0185,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0185,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Email=gmail.com', 'Card1=card1_other'})"
0.0185,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H'})"
0.01845,"frozenset({'isFraud=0', 'Email=email_other', 'Amt=Amt_High'})"
0.01845,"frozenset({'ProductCD=R', 'Email=gmail.com', 'Card1=card1_other'})"
0.0184,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0184,"frozenset({'ProductCD=W', 'Card1=9500'})"
0.0184,"frozenset({'isFraud=0', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.0184,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=9500'})"
0.0184,"frozenset({'ProductCD=W', 'Email=missing', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0184,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_12_17'})"
0.01835,"frozenset({'DeviceType=missing', 'Email=email_other', 'ProductCD=W', 'Card1=card1_other'})"
0.01835,"frozenset({'Email=email_other', 'ProductCD=W', 'Card1=card1_other'})"
0.01835,"frozenset({'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0183,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01825,"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'DeviceType=mobile', 'ProductCD=H'})"
0.0182,"frozenset({'Email=yahoo.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0182,"frozenset({'DeviceType=missing', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.0182,"frozenset({'Email=gmail.com', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01815,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=9500'})"
0.01815,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Card1=card1_other', 'Hour=Hour_0_5'})"
0.0181,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0181,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0181,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0181,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'DeviceType=desktop', 'Card1=card1_other'})"
0.0181,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0181,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=card1_other', 'Email=email_other'})"
0.0181,"frozenset({'Email=email_other', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0'})"
0.0181,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0181,"frozenset({'Amt=Amt_Med', 'Email=missing', 'Hour=Hour_18_23'})"
0.018,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=9500'})"
0.018,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=9500'})"
0.018,"frozenset({'DeviceType=desktop', 'Amt=Amt_High', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.01795,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Email=anonymous.com', 'isFraud=0'})"
0.01795,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.01795,"frozenset({'ProductCD=W', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.01795,"frozenset({'DeviceType=mobile', 'Email=hotmail.com'})"
0.0179,"frozenset({'Email=email_other', 'DeviceType=desktop'})"
0.0179,"frozenset({'isFraud=0', 'ProductCD=R', 'DeviceType=mobile'})"
0.01785,"frozenset({'Amt=Amt_Med', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.01785,"frozenset({'ProductCD=R', 'Email=gmail.com', 'DeviceType=desktop'})"
0.0178,"frozenset({'isFraud=0', 'Email=gmail.com', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0178,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=gmail.com', 'DeviceType=desktop'})"
0.01775,"frozenset({'Card1=card1_other', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.01775,"frozenset({'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.01775,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0177,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0177,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0177,"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0177,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0177,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=desktop'})"
0.01765,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.01765,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'Card1=card1_other'})"
0.01765,"frozenset({'isFraud=0', 'Email=missing', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.01765,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.0176,frozenset({'Email=comcast.net'})
0.0176,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'DeviceType=desktop'})"
0.0176,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.01755,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=desktop', 'Email=hotmail.com'})"
0.0175,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11'})"
0.0175,"frozenset({'isFraud=0', 'Email=comcast.net'})"
0.0175,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0175,"frozenset({'isFraud=0', 'ProductCD=W', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.0175,frozenset({'Card1=17188'})
0.0175,"frozenset({'isFraud=0', 'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.01735,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.01735,"frozenset({'ProductCD=R', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.01735,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.01735,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_0_5'})"
0.01725,"frozenset({'DeviceType=missing', 'Email=aol.com', 'Amt=Amt_High'})"
0.01725,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01725,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01725,"frozenset({'Email=gmail.com', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.01715,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=aol.com', 'Amt=Amt_High'})"
0.01715,"frozenset({'ProductCD=W', 'Email=aol.com', 'Amt=Amt_High'})"
0.01715,"frozenset({'isFraud=0', 'ProductCD=R', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.01715,"frozenset({'isFraud=0', 'Amt=Amt_High', 'ProductCD=H'})"
0.01715,"frozenset({'Email=aol.com', 'Hour=Hour_12_17'})"
0.01715,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=hotmail.com', 'Card1=card1_other'})"
0.01715,"frozenset({'ProductCD=W', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0171,"frozenset({'isFraud=0', 'Email=gmail.com', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0171,"frozenset({'Email=aol.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.017,"frozenset({'ProductCD=H', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.017,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.01695,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'Amt=Amt_High'})"
0.01695,"frozenset({'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_0_5'})"
0.0169,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0169,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Amt=Amt_High'})"
0.01685,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'ProductCD=H'})"
0.01685,"frozenset({'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.01685,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'Card1=card1_other'})"
0.01685,"frozenset({'Email=hotmail.com', 'Amt=Amt_High'})"
0.01685,"frozenset({'isFraud=0', 'ProductCD=C', 'Amt=Amt_Med', 'Card1=card1_other'})"
0.01685,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=hotmail.com', 'Card1=card1_other'})"
0.01685,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23'})"
0.01685,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0'})"
0.0168,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0168,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=aol.com', 'Amt=Amt_High'})"
0.0168,"frozenset({'Email=anonymous.com', 'ProductCD=H'})"
0.0168,frozenset({'Card1=6019'})
0.0168,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com'})"
0.0168,"frozenset({'isFraud=0', 'Email=anonymous.com', 'Amt=Amt_Med', 'Card1=card1_other'})"
0.0168,"frozenset({'Amt=Amt_Med', 'Email=anonymous.com', 'Card1=card1_other'})"
0.0168,"frozenset({'isFraud=0', 'ProductCD=H', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.01675,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.01675,"frozenset({'isFraud=0', 'Card1=card1_other', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.0167,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0167,"frozenset({'isFraud=0', 'Email=anonymous.com', 'DeviceType=desktop', 'Amt=Amt_High'})"
0.0167,"frozenset({'isFraud=0', 'Email=anonymous.com', 'ProductCD=H'})"
0.0167,"frozenset({'isFraud=0', 'Email=aol.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0167,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01665,"frozenset({'Email=missing', 'DeviceType=desktop', 'Card1=card1_other'})"
0.01665,"frozenset({'Email=gmail.com', 'Hour=Hour_18_23', 'ProductCD=H', 'Card1=card1_other'})"
0.01665,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=yahoo.com', 'ProductCD=H'})"
0.01665,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.01665,"frozenset({'isFraud=0', 'Card1=17188'})"
0.0166,"frozenset({'Amt=Amt_Low', 'Card1=card1_other', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0166,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.0166,"frozenset({'Card1=6019', 'isFraud=0'})"
0.01655,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other'})"
0.01655,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.01655,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.01655,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.0165,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0165,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=anonymous.com', 'Card1=card1_other'})"
0.0165,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.0165,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_18_23'})"
0.0165,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0'})"
0.0165,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.0165,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0165,"frozenset({'isFraud=0', 'DeviceType=mobile', 'Amt=Amt_High'})"
0.0165,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0165,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23'})"
0.01645,"frozenset({'Email=missing', 'Hour=Hour_18_23', 'Amt=Amt_High', 'Card1=card1_other'})"
0.01645,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'Hour=Hour_18_23', 'DeviceType=missing'})"
0.01645,"frozenset({'Amt=Amt_Med', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0164,"frozenset({'DeviceType=missing', 'ProductCD=C'})"
0.0164,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0164,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'ProductCD=H', 'Hour=Hour_18_23'})"
0.0164,"frozenset({'Email=anonymous.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.01635,"frozenset({'isFraud=0', 'Email=missing', 'DeviceType=desktop', 'Card1=card1_other'})"
0.01635,"frozenset({'Amt=Amt_Med', 'Email=hotmail.com', 'Card1=card1_other'})"
0.01635,"frozenset({'Email=anonymous.com', 'Hour=Hour_0_5'})"
0.01635,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.01635,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0163,"frozenset({'Amt=Amt_Low', 'DeviceType=desktop', 'Email=hotmail.com'})"
0.0163,"frozenset({'isFraud=0', 'DeviceType=mobile', 'Email=hotmail.com'})"
0.01625,"frozenset({'isFraud=0', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.01625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'Hour=Hour_18_23'})"
0.01625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.01625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.01625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_18_23'})"
